,codigoEmenda,ano,tipoEmenda,autor,nomeAutor,numeroEmenda,localidadeDoGasto,funcao,subfuncao,valorEmpenhado,valorLiquidado,valorPago,valorRestoInscrito,valorRestoCancelado,valorRestoPago
17006,202025730011,2020,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0011,TRIUNFO - PE,Comércio e serviços,Turismo,30.0,"0,00","0,00","303.500,21","0,00","296.499,79"
17013,202012180025,2020,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0025,SALGUEIRO - PE,Comércio e serviços,Turismo,30.0,"8.096,90","8.096,90","294.201,76","0,00","289.604,44"
17165,202324560007,2023,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0007,OLINDA - PE,Saúde,Assistência hospitalar e ambulatorial,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
17191,202328850006,2023,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0006,RECIFE - PE,Cultura,Difusão cultural,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
17270,201528840003,2015,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0003,CARUARU - PE,Urbanismo,infra-estrutura urbana,304700.0,"0,00","0,00","0,00","3.446,03","301.253,97"
17278,201610710006,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0006,MARAIAL - PE,Saúde,Atenção básica,305145.0,"55.155,00","55.155,00","199.992,00","0,00","49.998,00"
17346,201738080006,2017,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0006,AGRESTINA - PE,Saúde,Administração geral,310749.0,"0,00","0,00","0,00","0,00","310.749,00"
17418,202141750021,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0021,CAMOCIM DE SÃO FÉLIX - PE,Saúde,Assistência hospitalar e ambulatorial,316846.0,"316.846,00","316.846,00","0,00","0,00","0,00"
17422,201723550009,2017,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0009,CAETÉS - PE,Assistência social,Assistência comunitária,317000.0,"0,00","0,00","0,00","0,00","317.000,00"
17487,202041750018,2020,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0018,JABOATÃO DOS GUARARAPES - PE,Saúde,Assistência hospitalar e ambulatorial,320000.0,"320.000,00","320.000,00","0,00","0,00","0,00"
17514,202241750011,2022,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0011,SERRA TALHADA - PE,Assistência social,Assistência comunitária,321941.0,"321.941,00","321.941,00","0,00","0,00","0,00"
17751,202242130005,2022,Emenda Individual,MILTON COELHO,MILTON COELHO,0005,OLINDA - PE,Saúde,Assistência hospitalar e ambulatorial,325923.0,"325.923,00","325.923,00","0,00","0,00","0,00"
17762,202242130004,2022,Emenda Individual,MILTON COELHO,MILTON COELHO,0004,JABOATÃO DOS GUARARAPES - PE,Saúde,Assistência hospitalar e ambulatorial,325923.0,"325.923,00","325.923,00","0,00","0,00","0,00"
17790,202116900011,2021,Emenda Individual,RENILDO CALHEIROS,RENILDO CALHEIROS,0011,OLINDA - PE,Cultura,"Patrimônio histórico, artístico e arqueológico",328773.61,"0,00","0,00","657.547,22","274,60","328.499,01"
18024,202037600010,2020,Emenda Individual,SEBASTIAO OLIVEIRA,SEBASTIAO OLIVEIRA,0010,TRIUNFO - PE,Saúde,Assistência hospitalar e ambulatorial,344655.0,"44.655,00","44.655,00","30,00","0,00","30,00"
18135,202124560011,2021,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0011,BARREIROS - PE,Educação,Ensino profissional,349842.02,"101.031,26","50.206,66","599.270,72","84.376,98","215.258,38"
18283,202037470006,2020,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0006,TAQUARITINGA DO NORTE - PE,Cultura,Difusão cultural,35.0,"0,00","0,00","35,00","0,00","35,00"
18334,201823550010,2018,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0010,CACHOEIRINHA - PE,Saúde,Administração geral,350000.0,"350.000,00","350.000,00","0,00","0,00","0,00"
18349,201831870012,2018,Emenda Individual,FELIPE CARRERAS,FELIPE CARRERAS,0012,RIBEIRÃO - PE,Saúde,Assistência hospitalar e ambulatorial,350000.0,"0,00","0,00","0,00","0,00","350.000,00"
18370,201928840010,2019,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0010,SANTA CRUZ DO CAPIBARIBE - PE,Saúde,Assistência hospitalar e ambulatorial,35.0,"35,00","35,00","0,00","0,00","0,00"
18431,201738080003,2017,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0003,TORITAMA - PE,Educação,Educação básica,350000.0,"0,00","0,00","350.000,00","0,00","0,00"
18533,202241750016,2022,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0016,BELO JARDIM - PE,Gestão ambiental,Preservação e conservação ambiental,350000.0,"0,00","0,00","350.000,00","0,00","350.000,00"
18577,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,ARAÇOIABA - PE,Assistência social,Assistência comunitária,35.0,"0,00","0,00","0,00","0,00","35,00"
18584,201638130002,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0002,ILHA DE ITAMARACÁ - PE,Comércio e serviços,Turismo,35.0,"0,00","0,00","68.250,00","0,00","281.750,00"
18587,201638130003,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0003,JUCATI - PE,Comércio e serviços,Turismo,35.0,"0,00","0,00","0,00","0,00","35,00"
18589,201627210014,2016,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0014,GOIANA - PE,Urbanismo,infra-estrutura urbana,35.0,"0,00","0,00","0,00","344.750,00","5.250,00"
18682,202324570002,2023,Emenda Individual,RAUL HENRY,RAUL HENRY,0002,SANTA CRUZ DO CAPIBARIBE - PE,Comércio e serviços,Turismo,35.0,"3.500,00","3.500,00","0,00","0,00","0,00"
18691,201727210010,2017,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0010,MARAIAL - PE,Urbanismo,infra-estrutura urbana,350486.2,"0,00","0,00","0,00","0,00","350.486,20"
18712,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,CAMUTANGA - PE,Saúde,Atenção básica,353090.0,"0,00","0,00","0,00","0,00","353.090,00"
18876,201524570006,2015,Emenda Individual,RAUL HENRY,RAUL HENRY,0006,PAULISTA - PE,Segurança pública,Defesa civil,362387.0,"0,00","0,00","0,00","82.229,08","280.157,92"
18891,201623550020,2016,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0020,SANTA CRUZ - PE,Gestão ambiental,Recursos hídricos,364509.0,"0,00","0,00","5.263,23","0,00","359.245,77"
18906,201627210013,2016,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0013,GLÓRIA DO GOITÁ - PE,Urbanismo,infra-estrutura urbana,365000.0,"0,00","0,00","0,00","359.585,00","5.415,00"
18999,201623550010,2016,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0010,CAPOEIRAS - PE,Educação,Transferências para a educação básica,372800.0,"0,00","0,00","0,00","0,00","372.800,00"
19026,201610710002,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0002,CAMARAGIBE - PE,Saúde,Atenção básica,374920.0,"0,00","0,00","0,00","0,00","374.920,00"
19115,201610710021,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0021,CAMARAGIBE - PE,Urbanismo,infra-estrutura urbana,380000.0,"5.580,00","5.580,00","0,00","374.420,00","0,00"
19230,201936860011,2019,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0011,POÇÃO - PE,Saúde,Assistência hospitalar e ambulatorial,390000.0,"390.000,00","390.000,00","0,00","0,00","0,00"
19250,201527220001,2015,Emenda Individual,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,0001,BREJO DA MADRE DE DEUS - PE,Ciência e Tecnologia,Promoção comercial,390000.0,"0,00","0,00","0,00","390.000,00","0,00"
19300,201633870007,2016,Emenda Individual,WOLNEY QUEIROZ,WOLNEY QUEIROZ,0007,CARUARU - PE,Educação,Ensino superior,393434.0,"0,00","0,00","0,00","0,00","393.434,00"
19314,201527230005,2015,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0005,CHÃ DE ALEGRIA - PE,Urbanismo,infra-estrutura urbana,394200.0,"0,00","0,00","30.747,60","0,00","363.452,40"
19333,202337470010,2023,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0010,LIMOEIRO - PE,Encargos especiais,Outras transferências,395536.0,"395.536,00","395.536,00","0,00","0,00","0,00"
19350,201638130021,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0021,TRIUNFO - PE,Saúde,Assistência hospitalar e ambulatorial,396290.0,"396.290,00","396.290,00","0,00","0,00","0,00"
19385,201727230005,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0005,CORRENTES - PE,Educação,Educação básica,398210.0,"0,00","0,00","398.210,00","0,00","0,00"
19418,201923550020,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0020,SÃO JOÃO - PE,Saúde,Atenção básica,398936.0,"398.936,00","398.936,00","0,00","0,00","0,00"
19457,202141750015,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0015,ARCOVERDE - PE,Saúde,Assistência hospitalar e ambulatorial,399554.0,"0,00","0,00","799.108,00","0,00","399.554,00"
19471,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,SANTA CRUZ DO CAPIBARIBE - PE,Saúde,Atenção básica,399680.0,"0,00","0,00","0,00","0,00","399.680,00"
19481,201638130016,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0016,MIRANDIBA - PE,Saúde,Assistência hospitalar e ambulatorial,399723.0,"0,00","0,00","0,00","0,00","399.723,00"
19539,201724560009,2017,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0009,TUPANATINGA - PE,Saúde,Assistência hospitalar e ambulatorial,399890.0,"0,00","0,00","0,00","0,00","399.890,00"
19542,201638130020,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0020,VENTUROSA - PE,Saúde,Assistência hospitalar e ambulatorial,399892.0,"399.892,00","399.892,00","0,00","0,00","0,00"
19604,201638130019,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0019,TEREZINHA - PE,Saúde,Assistência hospitalar e ambulatorial,399965.0,"0,00","0,00","0,00","0,00","399.965,00"
19689,201812180013,2018,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0013,SÃO JOSÉ DO BELMONTE - PE,Desporto e lazer,Desporto comunitário,399999.29,"3.500,00","3.500,00","0,00","0,00","396.499,29"
19694,201828840011,2018,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0011,SANTA CRUZ DA BAIXA VERDE - PE,Comércio e serviços,Turismo,399999.29,"3.500,00","3.500,00","0,00","0,00","396.499,29"
19698,201823550024,2018,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0024,SANTA CRUZ DA BAIXA VERDE - PE,Comércio e serviços,Turismo,399999.29,"3.500,00","3.500,00","0,00","0,01","396.499,28"
19704,201830320001,2018,Emenda Individual,ADALBERTO CAVALCANTI,ADALBERTO CAVALCANTI,0001,PETROLINA - PE,Urbanismo,Transportes coletivos urbanos,399999.29,"86.325,72","86.325,72","42.204,28","0,00","292.571,43"
19722,201823550023,2018,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0023,SANTA CRUZ DA BAIXA VERDE - PE,Urbanismo,infra-estrutura urbana,399999.29,"3.500,00","3.500,00","42.204,28","292.571,43","82.825,72"
19899,202141750009,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0009,ARCOVERDE - PE,Cultura,Difusão cultural,40.0,"3.500,00","3.500,00","1.181.815,89","0,00","7.684,11"
19900,202141750006,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0006,LAGOA DE ITAENGA - PE,Saúde,Assistência hospitalar e ambulatorial,40.0,"40,00","40,00","0,00","0,00","0,00"
19901,202141750005,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0005,PASSIRA - PE,Saúde,Assistência hospitalar e ambulatorial,40.0,"40,00","40,00","0,00","0,00","0,00"
19962,202242130018,2022,Emenda Individual,MILTON COELHO,MILTON COELHO,0018,RECIFE - PE,Comunicações,Tecnologia da informação,40.0,"0,00","0,00","40,00","40,00","0,00"
20104,202025730005,2020,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0005,GLÓRIA DO GOITÁ - PE,Assistência social,Assistência comunitária,40.0,"40,00","40,00","0,00","0,00","0,00"
20250,201936860017,2019,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0017,GAMELEIRA - PE,Saúde,Atenção básica,400000.0,"400.000,00","400.000,00","0,00","0,00","0,00"
20251,201936860015,2019,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0015,IGUARACI - PE,Saúde,Atenção básica,400000.0,"400.000,00","400.000,00","0,00","0,00","0,00"
20288,202041750015,2020,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0015,ITAMBÉ - PE,Saúde,Assistência hospitalar e ambulatorial,400000.0,"400.000,00","400.000,00","0,00","0,00","0,00"
20365,202337470003,2023,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0003,ITAÍBA - PE,Saúde,Assistência hospitalar e ambulatorial,40.0,"40,00","40,00","0,00","0,00","0,00"
20370,202337470001,2023,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0001,TUPARETAMA - PE,Saúde,Assistência hospitalar e ambulatorial,400000.0,"400.000,00","400.000,00","0,00","0,00","0,00"
20416,201930530007,2019,Emenda Individual,BETINHO GOMES,BETINHO GOMES,0007,LAGOA GRANDE - PE,Saúde,Atenção básica,400000.0,"400.000,00","400.000,00","0,00","0,00","0,00"
20500,201930320002,2019,Emenda Individual,ADALBERTO CAVALCANTI,ADALBERTO CAVALCANTI,0002,CHÃ DE ALEGRIA - PE,Saúde,Assistência hospitalar e ambulatorial,40.0,"40,00","40,00","0,00","0,00","0,00"
20716,201612180018,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0018,PETROLINA - PE,Urbanismo,infra-estrutura urbana,400000.0,"6.500,00","6.500,00","0,00","0,00","393.500,00"
20717,201612180020,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0020,SANTA MARIA DA BOA VISTA - PE,Saúde,Atenção básica,400000.0,"100.000,00","100.000,00","0,00","0,00","300.000,00"
20756,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,LAJEDO - PE,Saúde,Atenção básica,40.0,"0,00","0,00","57.600,00","0,00","342.400,00"
20828,201728840001,2017,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0001,AGRESTINA - PE,Segurança pública,Defesa civil,40.0,"0,00","0,00","0,00","40,00","0,00"
20878,201527220007,2015,Emenda Individual,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,0007,JATAÚBA - PE,Ciência e Tecnologia,Promoção comercial,400000.0,"0,00","0,00","0,00","400.000,00","0,00"
20879,201527220018,2015,Emenda Individual,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,0018,TAQUARITINGA DO NORTE - PE,Ciência e Tecnologia,Promoção comercial,400000.0,"0,00","0,00","0,00","400.000,00","0,00"
20989,201610710023,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0023,PAULISTA - PE,Urbanismo,infra-estrutura urbana,400000.0,"5.800,00","5.800,00","78.840,00","0,00","315.360,00"
21016,201627210010,2016,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0010,JOÃO ALFREDO - PE,Educação,Educação básica,40.0,"0,00","0,00","0,00","0,00","40,00"
21034,201638130004,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0004,JUREMA - PE,Comércio e serviços,Turismo,40.0,"0,00","0,00","0,00","39,00","1,00"
21055,202335390009,2023,Emenda Individual,LUCIANO BIVAR,LUCIANO BIVAR,0009,RECIFE - PE,Defesa nacional,Atenção básica,401928.2,"399.924,10","93,84","0,00","0,00","0,00"
21175,201723550011,2017,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0011,BETÂNIA - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","0,00","0,00","408.000,00"
21179,201610710005,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0005,BELO JARDIM - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","0,00","0,00","408.000,00"
21188,201623550022,2016,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0022,SANTA CRUZ DA BAIXA VERDE - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","0,00","0,00","408.000,00"
21189,201610710004,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0004,BARREIROS - PE,Saúde,Atenção básica,408000.0,"408.000,00","408.000,00","0,00","0,00","0,00"
21191,201623550015,2016,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0015,IATI - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","81.600,00","0,00","326.400,00"
21207,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,VERTENTE DO LÉRIO - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","0,00","0,00","408.000,00"
21217,201529210002,2015,Emenda Individual,VILALBA,VILALBA,0002,ALTINHO - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","0,00","0,00","408.000,00"
21219,201510710006,2015,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0006,MARAIAL - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","326.400,00","0,00","81.600,00"
21220,201510710007,2015,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0007,BELÉM DE MARIA - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","0,00","0,00","408.000,00"
21221,201510710012,2015,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0012,CATENDE - PE,Saúde,Atenção básica,408000.0,"0,00","0,00","326.400,00","0,00","81.600,00"
21245,201936860012,2019,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0012,POÇÃO - PE,Saúde,Atenção básica,41.0,"41,00","41,00","0,00","0,00","0,00"
21465,202241750023,2022,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0023,PAULISTA - PE,Saúde,Assistência hospitalar e ambulatorial,429205.0,"429.205,00","429.205,00","0,00","0,00","0,00"
21559,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,TORITAMA - PE,Saúde,Atenção básica,434290.0,"0,00","0,00","0,00","0,00","434.290,00"
21582,201937260005,2019,Emenda Individual,MARINALDO ROSENDO,MARINALDO ROSENDO,0005,CUSTÓDIA - PE,Saúde,Atenção básica,436000.0,"0,00","0,00","436.000,00","0,00","436.000,00"
21599,202338130003,2023,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0003,RECIFE - PE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",438089.0,"438.089,00","438.089,00","0,00","0,00","0,00"
21698,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,SERRA TALHADA - PE,Desporto e lazer,Desporto comunitário,443000.0,"0,00","0,00","0,00","0,00","443.000,00"
21703,201637470006,2016,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0006,LAGOA DO CARRO - PE,Comércio e serviços,Turismo,443360.98,"0,00","0,00","0,00","432.276,98","11.084,00"
21719,202116900003,2021,Emenda Individual,RENILDO CALHEIROS,RENILDO CALHEIROS,0003,OLINDA - PE,Cultura,"Patrimônio histórico, artístico e arqueológico",444506.77,"0,00","0,00","895.212,37","0,00","438.307,94"
21723,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,IBIRAJUBA - PE,Saúde,Atenção básica,444900.0,"0,00","0,00","0,00","0,00","444.900,00"
21762,201937820002,2019,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0002,CAPOEIRAS - PE,Saúde,Atenção básica,449000.0,"449.000,00","449.000,00","0,00","0,00","0,00"
21829,202335390010,2023,Emenda Individual,LUCIANO BIVAR,LUCIANO BIVAR,0010,RECIFE - PE,Defesa nacional,Atenção básica,449975.0,"19.450,00","3.550,00","0,00","0,00","0,00"
21857,201827190009,2018,Emenda Individual,DANILO CABRAL,DANILO CABRAL,0009,RECIFE - PE,Urbanismo,infra-estrutura urbana,449999.33,"3.500,00","3.500,00","226,00","413.333,33","33.053,00"
22043,201612990002,2016,Emenda Individual,RAUL JUNGMANN,RAUL JUNGMANN,0002,JABOATÃO DOS GUARARAPES - PE,Assistência social,Assistência comunitária,45.0,"0,00","0,00","0,00","45,00","0,00"
22092,201738130012,2017,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0012,CAMUTANGA - PE,Desporto e lazer,Desporto comunitário,45.0,"0,00","0,00","6.862,50","12.841,42","437.158,58"
22141,201928840007,2019,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0007,TUPARETAMA - PE,Saúde,Saneamento básico rural,45.0,"0,00","0,00","90,00","0,00","0,00"
22171,201730530004,2017,Emenda Individual,BETINHO GOMES,BETINHO GOMES,0004,MORENO - PE,Cultura,"Patrimônio histórico, artístico e arqueológico",451538.0,"0,00","0,00","0,00","77.537,78","374.000,22"
22202,201928840006,2019,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0006,AGRESTINA - PE,Educação,Educação básica,455462.0,"0,00","0,00","482.924,00","0,00","428.000,00"
22222,201823550003,2018,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0003,AGRESTINA - PE,Educação,Educação básica,457824.0,"457.824,00","457.824,00","0,00","0,00","0,00"
22281,201527220003,2015,Emenda Individual,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,0003,TAQUARITINGA DO NORTE - PE,Urbanismo,infra-estrutura urbana,462387.0,"0,00","0,00","0,00","0,00","462.387,00"
22447,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,BEZERROS - PE,Saúde,Atenção básica,477980.0,"0,00","0,00","0,00","326.400,00","151.580,00"
22455,202039130014,2020,Emenda Individual,ANDRE FERREIRA,ANDRE FERREIRA,0014,JABOATÃO DOS GUARARAPES - PE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",478912.84,"0,00","0,00","561.604,22","0,00","396.221,46"
22466,202141750023,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0023,CONDADO - PE,Saúde,Assistência hospitalar e ambulatorial,479686.0,"479.686,00","479.686,00","0,00","0,00","0,00"
22483,202141750018,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0018,VITÓRIA DE SANTO ANTÃO - PE,Saúde,Assistência hospitalar e ambulatorial,479900.0,"0,00","0,00","1.116.186,00","0,00","323.514,00"
22537,201527210006,2015,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0006,SÃO BENTO DO UNA - PE,Gestão ambiental,Recursos hídricos,481900.72,"0,00","0,00","0,00","436.124,03","45.776,69"
22540,201627230010,2016,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0010,SANHARÓ - PE,Saúde,Atenção básica,482040.0,"0,00","0,00","0,00","0,00","482.040,00"
